Date:	Tue, Nov 26, 2013		
measured by:	Rotem		
p-Si H, 1-10Ohm 5 Offset, 8 min 35 after, second spot no offset			
Time [s]	CPD stream	Light	SPV
0.000000	-535.500000		
0.500000	-535.722000		
1.001000	-535.520000		
1.500000	-535.642000		
2.000000	-535.191000		
2.500000	-535.065000		
3.000000	-535.022000		
3.500000	-535.024000		
4.000000	-535.147000		
4.500000	-535.147000		
5.000000	-534.776000		
5.500000	-534.716000		
6.000000	-535.064000		
6.500000	-535.036000		
7.000000	-534.892000		
7.500000	-534.734000		
8.000000	-534.673000		
8.500000	-534.549000		
9.000000	-534.488000		
9.500000	-534.538000		
10.000000	-534.388000		
10.500000	-534.163000		
11.000000	-534.575000		
11.500000	-534.716000		
12.000000	-534.718000		
12.500000	-534.694000		
13.000000	-534.309000		
13.500000	-534.011000		
14.000000	-533.997000		
14.500000	-533.959000		
15.000000	-533.922000		
15.500000	-534.065000		
16.000000	-534.197000		
16.500000	-534.263000		
17.000000	-533.983000		
17.500000	-533.579000		
18.000000	-533.686000		
18.500000	-533.686000		
19.000000	-533.784000		
19.500000	-533.984000		
20.000000	-534.274000		
20.500000	-534.077000		
21.000000	-534.400000		
21.500000	-534.338000		
22.000000	-534.237000		
22.500000	-534.018000		
23.000000	-533.938000		
23.500000	-533.756000		
24.000000	-533.248000		
24.500000	-533.204000		
25.000000	-533.049000		
25.500000	-533.079000		
26.000000	-533.454000		
26.500000	-533.311000		
27.000000	-533.229000		
27.500000	-533.383000		
28.000000	-533.667000		
28.500000	-533.616000		
29.000000	-533.226000		
29.500000	-533.201000		
30.000000	-533.240000		
30.500000	-533.301000		
31.000000	-533.433000		
31.500000	-533.454000		
32.000000	-533.247000		
32.500000	-533.125000		
33.000000	-533.214000		
33.500000	-533.304000		
34.000000	-532.881000		
34.500000	-532.788000		
35.000000	-533.193000		
35.500000	-532.970000		
36.000000	-532.728000		
36.500000	-532.536000		
37.000000	-532.489000		
37.500000	-532.500000		
38.000000	-532.476000		
38.500000	-532.534000		
39.000000	-532.686000		
39.500000	-532.811000		
40.000000	-532.618000		
40.500000	-532.844000		
41.000000	-532.963000		
41.500000	-532.802000		
42.000000	-532.578000		
42.500000	-532.349000		
43.000000	-532.511000		
43.500000	-532.530000		
44.000000	-532.444000		
44.500000	-532.448000		
45.000000	-532.516000		
45.500000	-532.687000		
46.000000	-532.689000		
46.500000	-532.843000		
47.000000	-532.832000		
47.500000	-532.792000		
48.000000	-532.784000		
48.500000	-532.656000		
49.000000	-532.503000		
49.500000	-532.542000		
50.000000	-532.579000		
50.500000	-532.479000		
51.000000	-531.952000		
51.500000	-532.267000		
52.000000	-532.303000		
52.500000	-531.924000		
53.000000	-531.846000		
53.500000	-531.582000		
54.000000	-531.898000		
54.500000	-531.833000		
55.000000	-531.610000		
55.500000	-531.476000		
56.000000	-531.573000		
56.500000	-531.727000		
57.000000	-531.782000		
57.500000	-531.918000		
58.000000	-531.930000		
58.500000	-531.533000		
59.000000	-531.385000		
59.500000	-531.423000		
60.000000	-531.410000		
60.500000	-531.345000		
61.000000	-531.710000		
61.500000	-531.755000		
62.000000	-531.208000		
62.500000	-531.138000		
63.000000	-531.322000		
63.500000	-531.570000		
64.000000	-531.320000		
64.500000	-531.301000		
65.000000	-531.589000		
65.500000	-531.602000		
66.000000	-531.637000		
66.500000	-531.718000		
67.000000	-531.172000		
67.500000	-530.903000		
68.000000	-530.978000		
68.500000	-530.939000		
69.000000	-530.773000		
69.500000	-530.797000		
70.000000	-530.838000		
70.500000	-530.746000		
71.000000	-530.894000		
71.500000	-530.546000		
72.000000	-530.456000		
72.500000	-530.030000		
73.000000	-530.389000		
73.500000	-530.567000		
74.000000	-530.589000		
74.500000	-530.482000		
75.000000	-530.447000		
75.500000	-530.476000		
76.000000	-530.215000		
76.500000	-530.421000		
77.000000	-530.337000		
77.500000	-530.604000		
78.000000	-530.615000		
78.500000	-530.455000		
79.000000	-530.159000		
79.500000	-530.272000		
80.000000	-530.354000		
80.500000	-530.438000		
81.000000	-530.231000		
81.500000	-530.413000		
82.000000	-530.487000		
82.500000	-530.512000		
83.000000	-530.381000		
83.500000	-530.603000		
