Date:	Tue, Nov 26, 2013		
measured by:	Rotem		
p-Si H, 1-10Ohm 5 Offset, 11 min 50 after, third spot no offset, SPV 24, 32,34,36, 40, 44, 48, 54, 0			
Time [s]	CPD stream	Light	SPV
0.000000	-542.269000		
0.500000	-542.233000		
1.000000	-542.431000		
1.500000	-542.325000		
2.001000	-542.257000		
2.500000	-542.078000		
3.001000	-542.111000		
3.500000	-542.014000		
4.001000	-542.050000		
4.500000	-541.952000		
5.000000	-542.049000		
5.500000	-541.952000		
6.000000	-542.274000		
6.500000	-542.008000		
7.000000	-542.275000		
7.500000	-542.064000		
8.000000	-541.973000		
8.500000	-541.774000		
9.000000	-541.961000		
9.500000	-541.769000		
10.000000	-541.577000		
10.500000	-541.409000		
11.000000	-541.420000		
11.500000	-541.587000		
12.000000	-541.334000		
12.500000	-541.103000		
13.001000	-541.355000		
13.500000	-541.325000		
14.000000	-541.099000		
14.500000	-541.036000		
15.000000	-541.196000		
15.501000	-541.328000		
16.001000	-540.726000		
16.500000	-540.980000		
17.000000	-541.004000		
17.500000	-540.808000		
18.000000	-540.717000		
18.501000	-540.510000		
19.000000	-540.522000		
19.500000	-540.733000		
20.000000	-540.917000		
20.500000	-540.612000		
21.000000	-540.738000		
21.500000	-540.661000		
22.000000	-541.105000		
22.500000	-541.059000		
23.000000	-540.819000		
23.500000	-540.643000		
24.000000	-540.525000		
24.500000	-540.375000		
25.001000	-540.523000		
25.501000	-540.529000		
26.001000	-540.348000		
26.501000	-540.165000		
27.001000	-540.222000		
27.501000	-539.980000		
28.001000	-540.005000		
28.501000	-540.137000		
29.001000	-539.738000		
29.501000	-539.599000		
30.001000	-539.178000		
30.501000	-538.803000		
31.001000	-538.495000		
31.501000	-537.797000		
32.001000	-438.599000		
32.501000	-326.686000		
33.001000	-270.542000		
33.501000	-224.471000		
34.001000	-189.065300		
34.501000	-177.038600		
35.001000	-168.832800		
35.501000	-164.753300		
36.001000	-161.506600		
36.501000	-159.594900		
37.001000	-158.475600		
37.501000	-157.647500		
38.001000	-157.584100		
38.501000	-157.435300		
39.001000	-157.268600		
39.501000	-157.340700		
40.001000	-157.393600		
40.501000	-157.208800		
41.001000	-157.215500		
41.501000	-157.174000		
42.001000	-157.013400		
42.501000	-156.847000		
43.001000	-156.739800		
43.501000	-156.538800		
44.001000	-156.635400		
44.501000	-156.818400		
45.001000	-156.707500		
45.501000	-156.436100		
46.001000	-155.897000		
46.501000	-156.134200		
47.001000	-155.808300		
47.501000	-155.789600		
48.001000	-155.553500		
48.501000	-155.691400		
49.001000	-155.737500		
49.501000	-155.594300		
50.001000	-155.540700		
50.501000	-155.329900		
51.001000	-155.200800		
51.501000	-155.141800		
52.001000	-155.014800		
52.501000	-155.207400		
53.001000	-155.487000		
53.501000	-155.660100		
54.001000	-155.490300		
54.501000	-155.388100		
55.001000	-155.804100		
55.501000	-155.568700		
56.001000	-155.048000		
56.501000	-154.821500		
57.001000	-154.645700		
57.501000	-155.180400		
58.001000	-155.157800		
58.501000	-155.242800		
59.001000	-155.132400		
59.501000	-155.193300		
60.001000	-155.305200		
60.501000	-155.400700		
61.001000	-155.602800		
61.501000	-155.086300		
62.001000	-154.702700		
62.501000	-154.755700		
63.001000	-154.801200		
63.501000	-155.083300		
64.001000	-154.930900		
64.501000	-153.555800		
65.001000	-148.303400		
65.501000	-143.711400		
66.001000	-141.047800		
66.501000	-139.472400		
67.001000	-138.630500		
67.501000	-137.729500		
68.001000	-137.475700		
68.501000	-137.081500		
69.001000	-136.786400		
69.501000	-137.051400		
70.001000	-136.693000		
70.501000	-136.305700		
71.001000	-136.218400		
71.501000	-136.311700		
72.001000	-136.049300		
72.501000	-135.630900		
73.001000	-135.632500		
73.501000	-135.276400		
74.001000	-134.989200		
74.501000	-134.923500		
75.001000	-134.744700		
75.501000	-134.828600		
76.001000	-134.395300		
76.501000	-134.284600		
77.001000	-134.338600		
77.501000	-134.379200		
78.001000	-134.070000		
78.501000	-133.914500		
79.001000	-133.910800		
79.501000	-133.676700		
80.001000	-133.634200		
80.501000	-133.535800		
81.001000	-133.108000		
81.501000	-133.022100		
82.001000	-132.706000		
82.501000	-132.694700		
83.001000	-132.755600		
83.501000	-132.614100		
84.001000	-132.535900		
84.501000	-132.038600		
85.001000	-132.217500		
85.501000	-132.598000		
86.001000	-132.409100		
86.501000	-132.280300		
87.001000	-132.034900		
87.501000	-131.761000		
88.001000	-131.504800		
88.501000	-131.430700		
89.001000	-131.623100		
89.501000	-131.511200		
90.001000	-131.359000		
90.501000	-130.517800		
91.001000	-129.970600		
91.501000	-129.433500		
92.001000	-128.805900		
92.501000	-128.128900		
93.001000	-127.618000		
93.501000	-127.460300		
94.001000	-126.906100		
94.501000	-126.674800		
