Date:	Tue, Nov 26, 2013		
measured by:	Rotem		
HOPG after offset set back			
Time [s]	CPD stream	Light	SPV
0.000000	-261.616000		
0.500000	-261.532000		
1.000000	-261.571000		
1.501000	-262.137000		
2.000000	-262.144000		
2.501000	-261.873000		
3.000000	-261.827000		
3.500000	-261.949000		
4.000000	-262.227000		
4.500000	-261.891000		
5.000000	-262.109000		
5.500000	-261.602000		
6.000000	-261.986000		
6.500000	-261.950000		
7.000000	-262.147000		
7.500000	-262.133000		
8.001000	-262.458000		
8.500000	-262.673000		
9.001000	-262.278000		
9.500000	-262.376000		
10.001000	-262.526000		
10.500000	-262.832000		
11.000000	-262.552000		
11.500000	-262.785000		
12.000000	-262.668000		
12.500000	-262.830000		
13.000000	-262.768000		
13.500000	-262.809000		
14.000000	-262.666000		
14.500000	-262.938000		
15.000000	-262.916000		
15.500000	-262.796000		
16.000000	-262.754000		
16.500000	-263.314000		
17.000000	-263.425000		
17.500000	-263.222000		
18.000000	-263.295000		
18.500000	-263.223000		
19.000000	-263.012000		
19.500000	-262.798000		
20.000000	-263.093000		
20.500000	-263.090000		
21.000000	-263.322000		
21.500000	-263.136000		
22.000000	-263.468000		
22.500000	-263.611000		
23.000000	-263.801000		
23.500000	-263.341000		
24.000000	-263.446000		
24.500000	-263.336000		
25.000000	-263.389000		
25.500000	-263.412000		
26.000000	-263.753000		
26.500000	-263.750000		
27.000000	-263.837000		
27.500000	-263.660000		
28.000000	-263.964000		
28.500000	-264.007000		
29.000000	-264.152000		
29.500000	-263.760000		
30.000000	-264.055000		
30.500000	-263.959000		
31.000000	-263.902000		
31.500000	-263.822000		
32.000000	-264.086000		
32.500000	-263.775000		
33.001000	-264.252000		
33.500000	-264.270000		
34.000000	-264.149000		
34.500000	-264.537000		
35.000000	-264.631000		
35.500000	-264.550000		
36.000000	-264.421000		
36.500000	-264.367000		
37.000000	-264.486000		
37.500000	-264.590000		
38.000000	-264.956000		
38.500000	-264.543000		
39.000000	-264.603000		
39.500000	-264.696000		
40.000000	-264.676000		
40.500000	-264.624000		
41.000000	-264.826000		
41.500000	-264.301000		
42.000000	-264.657000		
42.500000	-264.800000		
43.000000	-264.776000		
43.500000	-264.470000		
44.000000	-264.574000		
44.500000	-264.855000		
45.000000	-264.769000		
45.500000	-264.662000		
46.000000	-264.555000		
46.500000	-264.398000		
47.000000	-264.661000		
47.500000	-264.928000		
48.000000	-265.125000		
48.500000	-265.146000		
49.000000	-265.037000		
49.500000	-264.795000		
50.000000	-265.157000		
50.500000	-265.139000		
51.000000	-265.260000		
51.500000	-265.417000		
52.000000	-265.304000		
52.500000	-265.053000		
53.000000	-265.348000		
53.500000	-265.331000		
54.000000	-265.408000		
54.500000	-265.297000		
55.000000	-265.513000		
55.500000	-265.570000		
56.000000	-265.780000		
56.500000	-265.650000		
57.000000	-265.657000		
57.500000	-265.401000		
58.000000	-265.522000		
58.500000	-265.193000		
59.000000	-265.437000		
59.500000	-265.666000		
60.000000	-265.731000		
60.500000	-265.876000		
61.000000	-265.937000		
61.500000	-266.003000		
62.000000	-265.969000		
62.500000	-266.010000		
63.000000	-265.783000		
63.500000	-265.810000		
64.000000	-266.028000		
64.500000	-265.961000		
65.000000	-266.119000		
65.500000	-266.293000		
66.000000	-266.247000		
66.500000	-266.193000		
67.000000	-266.179000		
67.500000	-266.326000		
68.000000	-266.053000		
68.500000	-266.351000		
69.000000	-266.017000		
69.500000	-266.205000		
70.000000	-266.202000		
70.500000	-266.032000		
71.000000	-266.414000		
71.500000	-266.615000		
72.000000	-266.658000		
72.500000	-266.575000		
73.000000	-266.425000		
73.500000	-266.231000		
74.000000	-266.462000		
74.500000	-266.349000		
75.000000	-266.287000		
75.500000	-266.405000		
76.000000	-266.717000		
76.500000	-266.659000		
77.000000	-266.681000		
77.500000	-266.649000		
78.000000	-267.214000		
78.500000	-267.049000		
79.000000	-266.903000		
79.500000	-267.117000		
80.000000	-266.748000		
80.500000	-266.926000		
81.000000	-266.722000		
81.500000	-266.852000		
82.000000	-267.071000		
82.500000	-266.841000		
83.000000	-267.016000		
83.500000	-267.116000		
84.000000	-267.052000		
84.500000	-267.307000		
85.000000	-267.347000		
85.500000	-267.430000		
86.000000	-266.976000		
86.500000	-267.051000		
87.000000	-267.147000		
87.500000	-267.302000		
88.000000	-267.334000		
88.500000	-267.397000		
89.000000	-267.484000		
89.500000	-267.626000		
90.000000	-267.540000		
90.500000	-267.255000		
91.000000	-267.408000		
91.500000	-267.179000		
92.000000	-267.436000		
92.500000	-267.467000		
93.000000	-267.431000		
93.500000	-267.566000		
94.000000	-267.632000		
94.500000	-267.794000		
95.000000	-267.743000		
95.500000	-267.782000		
96.000000	-267.600000		
96.500000	-268.104000		
97.000000	-267.850000		
97.500000	-267.785000		
98.000000	-267.615000		
98.500000	-267.915000		
99.000000	-267.791000		
99.500000	-267.815000		
100.000000	-267.861000		
100.500000	-267.717000		
101.000000	-268.158000		
101.500000	-267.990000		
