Date:	Tue, Nov 26, 2013		
measured by:	Rotem		
p-Si H, 1-10Ohm 5.6 Offset			
Time [s]	CPD stream	Light	SPV
0.000000	-1087.686000		
0.499000	-1087.661000		
0.999000	-1087.915000		
1.499000	-1087.967000		
1.999000	-1087.714000		
2.499000	-1087.811000		
2.999000	-1087.608000		
3.499000	-1087.983000		
3.999000	-1088.035000		
4.499000	-1088.103000		
4.999000	-1087.576000		
5.499000	-1087.375000		
6.000000	-1087.624000		
6.499000	-1087.718000		
7.000000	-1087.850000		
7.499000	-1087.746000		
7.999000	-1087.632000		
8.499000	-1087.458000		
8.999000	-1087.404000		
9.499000	-1087.355000		
9.999000	-1087.285000		
10.499000	-1087.352000		
10.999000	-1087.277000		
11.499000	-1087.295000		
11.999000	-1087.234000		
12.499000	-1087.096000		
12.999000	-1086.978000		
13.499000	-1086.837000		
13.999000	-1087.241000		
14.499000	-1087.396000		
14.999000	-1087.140000		
15.499000	-1086.949000		
15.999000	-1086.923000		
16.499000	-1087.064000		
16.999000	-1086.928000		
17.499000	-1086.681000		
17.999000	-1086.707000		
18.499000	-1086.792000		
18.999000	-1087.340000		
19.499000	-1087.683000		
19.999000	-1087.727000		
20.499000	-1087.927000		
20.999000	-1087.876000		
21.499000	-1087.537000		
21.999000	-1087.651000		
22.499000	-1087.609000		
22.999000	-1087.481000		
23.499000	-1087.429000		
23.999000	-1087.205000		
24.499000	-1087.082000		
24.999000	-1086.976000		
25.499000	-1087.053000		
25.999000	-1086.797000		
26.499000	-1086.746000		
26.999000	-1087.077000		
27.499000	-1086.933000		
27.999000	-1086.872000		
28.499000	-1086.693000		
28.999000	-1086.622000		
29.499000	-1086.858000		
29.999000	-1086.869000		
30.499000	-1087.187000		
30.999000	-1087.278000		
31.499000	-1087.186000		
31.999000	-1087.070000		
32.499000	-1087.054000		
32.999000	-1087.244000		
33.499000	-1087.473000		
33.999000	-1087.436000		
34.499000	-1087.299000		
34.999000	-1087.252000		
35.499000	-1087.215000		
35.999000	-1087.277000		
36.499000	-1087.200000		
36.999000	-1087.028000		
37.499000	-1086.881000		
37.999000	-1086.913000		
38.499000	-1086.757000		
38.999000	-1086.757000		
39.499000	-1086.907000		
39.999000	-1086.831000		
40.499000	-1086.963000		
40.999000	-1087.164000		
41.499000	-1087.127000		
41.999000	-1087.292000		
42.499000	-1087.049000		
42.999000	-1086.862000		
43.499000	-1086.497000		
43.999000	-1086.594000		
44.499000	-1086.544000		
44.999000	-1086.712000		
45.499000	-1086.763000		
45.999000	-1086.808000		
46.499000	-1086.725000		
46.999000	-1086.587000		
47.499000	-1086.430000		
47.999000	-1086.279000		
48.499000	-1086.682000		
48.999000	-1086.539000		
49.499000	-1086.820000		
49.999000	-1086.746000		
50.499000	-1086.694000		
50.999000	-1086.460000		
51.499000	-1086.598000		
51.999000	-1086.468000		
52.499000	-1086.613000		
52.999000	-1086.529000		
53.499000	-1086.296000		
53.999000	-1086.126000		
54.499000	-1086.272000		
54.999000	-1086.087000		
55.499000	-1086.179000		
55.999000	-1085.925000		
56.499000	-1085.752000		
56.999000	-1085.737000		
57.499000	-1086.241000		
57.999000	-1086.047000		
58.499000	-1085.687000		
58.999000	-1085.953000		
59.500000	-1086.184000		
59.999000	-1086.031000		
60.499000	-1085.997000		
60.999000	-1085.767000		
61.500000	-1085.704000		
61.999000	-1086.013000		
62.499000	-1085.903000		
62.999000	-1086.162000		
63.499000	-1086.196000		
63.999000	-1085.716000		
64.499000	-1085.843000		
64.999000	-1085.958000		
65.499000	-1085.644000		
66.000000	-1085.674000		
66.499000	-1085.676000		
66.999000	-1086.078000		
67.499000	-1086.126000		
67.999000	-1085.719000		
68.499000	-1085.723000		
68.999000	-1085.852000		
69.499000	-1085.875000		
69.999000	-1085.762000		
70.499000	-1085.934000		
70.999000	-1085.897000		
71.499000	-1085.558000		
71.999000	-1085.478000		
72.500000	-1085.545000		
73.000000	-1085.568000		
73.499000	-1085.541000		
73.999000	-1085.439000		
74.499000	-1085.260000		
75.000000	-1084.914000		
75.499000	-1085.061000		
75.999000	-1085.266000		
76.499000	-1085.343000		
76.999000	-1085.150000		
77.499000	-1084.959000		
77.999000	-1084.845000		
78.500000	-1085.006000		
78.999000	-1085.141000		
79.499000	-1085.222000		
79.999000	-1085.505000		
80.499000	-1085.459000		
80.999000	-1085.397000		
81.499000	-1085.423000		
81.999000	-1085.611000		
82.499000	-1085.422000		
82.999000	-1085.428000		
83.499000	-1085.324000		
83.999000	-1085.401000		
84.499000	-1085.574000		
84.999000	-1085.284000		
85.499000	-1084.701000		
85.999000	-1084.537000		
86.499000	-1084.981000		
86.999000	-1085.244000		
87.499000	-1085.326000		
87.999000	-1085.131000		
88.499000	-1084.981000		
88.999000	-1084.854000		
89.499000	-1084.709000		
89.999000	-1084.715000		
90.499000	-1084.690000		
90.999000	-1085.079000		
91.499000	-1085.131000		
91.999000	-1084.920000		
92.499000	-1085.196000		
92.999000	-1085.159000		
93.499000	-1085.205000		
93.999000	-1084.880000		
94.499000	-1084.739000		
94.999000	-1084.775000		
95.499000	-1084.449000		
95.999000	-1084.515000		
96.499000	-1084.605000		
96.999000	-1084.714000		
97.499000	-1084.867000		
97.999000	-1084.728000		
98.499000	-1084.376000		
98.999000	-1084.231000		
99.499000	-1084.442000		
99.999000	-1084.737000		
100.499000	-1084.628000		
100.999000	-1084.500000		
101.499000	-1084.404000		
101.999000	-1084.628000		
102.499000	-1084.826000		
102.999000	-1084.835000		
103.499000	-1084.637000		
103.999000	-1084.781000		
104.499000	-1084.506000		
104.999000	-1084.614000		
105.499000	-1084.383000		
105.999000	-1084.076000		
106.499000	-1084.057000		
106.999000	-1084.257000		
107.499000	-1084.800000		
107.999000	-1084.641000		
108.499000	-1084.427000		
108.999000	-1084.229000		
109.499000	-1083.767000		
109.999000	-1083.585000		
110.499000	-1083.884000		
110.999000	-1083.865000		
111.499000	-1083.905000		
111.999000	-1083.597000		
112.499000	-1083.424000		
112.999000	-1083.357000		
113.499000	-1083.632000		
