Date:	Tue, Nov 26, 2013		
measured by:	Rotem		
p-Si H, 1-10Ohm 5 Offset, 2 min after, first spot no offset			
Time [s]	CPD stream	Light	SPV
0.000000	-447.326000		
0.501000	-447.479000		
1.000000	-447.069000		
1.500000	-447.299000		
2.000000	-447.421000		
2.500000	-447.615000		
3.000000	-447.410000		
3.500000	-447.554000		
4.000000	-447.433000		
4.500000	-447.575000		
5.000000	-447.506000		
5.500000	-447.460000		
6.000000	-447.665000		
6.500000	-447.981000		
7.000000	-448.151000		
7.500000	-448.242000		
8.000000	-448.075000		
8.500000	-447.904000		
9.000000	-447.691000		
9.500000	-447.662000		
10.000000	-447.550000		
10.500000	-447.964000		
11.000000	-448.110000		
11.500000	-448.189000		
12.000000	-448.338000		
12.500000	-448.498000		
13.000000	-448.907000		
13.500000	-448.743000		
14.000000	-448.623000		
14.500000	-448.702000		
15.000000	-448.756000		
15.500000	-448.647000		
16.000000	-448.554000		
16.500000	-448.675000		
17.000000	-448.936000		
17.501000	-448.905000		
18.000000	-449.075000		
18.500000	-449.252000		
19.000000	-449.040000		
19.500000	-449.018000		
20.000000	-448.820000		
20.500000	-449.007000		
21.000000	-449.197000		
21.500000	-449.110000		
22.000000	-449.465000		
22.500000	-449.127000		
23.000000	-449.180000		
23.500000	-449.227000		
24.000000	-449.112000		
24.500000	-449.002000		
25.000000	-448.943000		
25.500000	-448.972000		
26.000000	-449.216000		
26.500000	-449.517000		
27.000000	-449.392000		
27.500000	-449.489000		
28.000000	-449.691000		
28.500000	-449.812000		
29.000000	-450.166000		
29.500000	-450.145000		
30.000000	-450.176000		
30.500000	-450.195000		
31.000000	-450.302000		
31.500000	-450.207000		
32.000000	-450.357000		
32.500000	-450.399000		
33.000000	-450.394000		
33.500000	-450.309000		
34.000000	-450.019000		
34.500000	-450.151000		
35.000000	-450.321000		
35.500000	-450.039000		
36.000000	-450.066000		
36.500000	-450.278000		
37.000000	-450.692000		
37.500000	-450.554000		
38.000000	-450.505000		
38.500000	-450.382000		
39.000000	-450.434000		
39.500000	-450.381000		
40.000000	-450.628000		
40.500000	-450.783000		
41.000000	-450.748000		
41.500000	-450.550000		
42.000000	-450.787000		
42.500000	-450.785000		
43.000000	-450.737000		
43.500000	-451.031000		
44.000000	-451.015000		
44.500000	-451.105000		
45.000000	-451.128000		
45.500000	-451.064000		
46.000000	-451.014000		
46.500000	-451.257000		
47.000000	-451.643000		
47.500000	-451.778000		
48.000000	-451.388000		
48.500000	-451.362000		
49.000000	-451.704000		
49.500000	-451.582000		
50.000000	-451.649000		
50.500000	-451.975000		
51.000000	-452.005000		
51.500000	-451.952000		
52.000000	-451.972000		
